,Date,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
1287,2012-11-16,16.3,17.5,2.0,4.0,88.0,81.0,1012.6,1011.0,16.4,17.3,Yes
1289,2012-11-19,8.6,22.0,7.0,22.0,45.0,46.0,1014.1,1015.1,17.6,20.4,Yes
1294,2013-01-13,20.2,24.2,9.0,13.0,75.0,79.0,1011.2,1008.9,21.4,21.6,Yes
1296,2013-01-22,16.6,34.2,6.0,15.0,76.0,53.0,1010.4,1007.2,23.4,28.1,Yes
1298,2013-03-01,15.3,18.4,17.0,17.0,96.0,92.0,1015.2,1017.3,17.8,16.6,Yes
1307,2013-03-28,17.0,31.8,0.0,7.0,89.0,44.0,1016.4,1011.9,20.8,29.8,Yes
1311,2013-04-04,14.3,19.6,9.0,7.0,98.0,87.0,1028.4,1027.7,14.9,17.9,Yes
1312,2013-04-05,14.5,21.2,7.0,9.0,92.0,78.0,1030.7,1028.5,16.6,19.1,Yes
1313,2013-04-07,11.2,24.2,7.0,7.0,83.0,51.0,1024.7,1021.0,17.1,23.5,Yes
1317,2013-04-19,11.0,20.2,20.0,28.0,56.0,41.0,1015.5,1013.5,14.8,18.4,Yes
1324,2013-05-22,4.3,15.6,7.0,9.0,81.0,74.0,1015.0,1010.1,10.6,13.6,Yes
1327,2013-05-27,5.5,19.5,9.0,7.0,85.0,55.0,1029.6,1028.3,11.8,18.5,Yes
1330,2013-06-01,8.1,19.6,0.0,13.0,100.0,73.0,1019.3,1013.6,12.5,17.9,Yes
1331,2013-06-10,4.3,15.0,4.0,4.0,100.0,100.0,1021.5,1019.0,9.5,13.8,Yes
1335,2013-06-23,9.1,14.0,11.0,13.0,100.0,82.0,1028.9,1027.0,10.3,12.7,Yes
1371,2013-11-10,14.9,17.7,15.0,9.0,67.0,80.0,1017.7,1017.5,16.8,16.2,Yes
1372,2013-11-11,12.8,17.3,9.0,20.0,96.0,90.0,1019.6,1017.1,13.9,15.4,Yes
1374,2013-11-16,13.7,22.3,15.0,20.0,77.0,55.0,1016.4,1013.9,17.0,21.4,Yes
1376,2013-11-22,18.5,25.9,6.0,20.0,90.0,84.0,1010.0,1006.6,19.6,19.6,Yes
1382,2013-12-25,16.9,21.9,0.0,2.0,82.0,92.0,1019.2,1016.3,18.7,19.7,Yes
1383,2013-12-26,18.3,28.4,13.0,17.0,76.0,52.0,1012.8,1009.4,21.8,28.0,Yes
1395,2014-01-20,19.4,28.0,4.0,19.0,70.0,65.0,1009.3,1007.5,23.5,25.1,Yes
1402,2014-02-12,20.4,27.8,4.0,15.0,95.0,62.0,1016.6,1014.7,21.3,27.4,Yes
1404,2014-02-15,19.9,25.0,6.0,15.0,97.0,77.0,1003.5,999.1,20.9,24.9,Yes
1405,2014-02-16,20.6,24.5,4.0,11.0,91.0,94.0,999.3,1002.4,22.8,20.9,Yes
1409,2014-02-26,16.1,32.9,0.0,6.0,84.0,36.0,1012.0,1009.8,20.5,31.6,Yes
1410,2014-02-27,18.4,21.9,9.0,13.0,90.0,79.0,1017.4,1019.1,19.8,20.7,Yes
1415,2014-03-19,12.9,29.2,6.0,19.0,66.0,52.0,1024.2,1023.2,20.1,27.3,Yes
1416,2014-03-24,18.6,20.8,9.0,15.0,76.0,93.0,1016.8,1016.1,19.9,16.9,Yes
1420,2014-04-04,18.2,22.1,4.0,13.0,92.0,95.0,1018.3,1017.1,19.4,18.4,Yes
1421,2014-04-05,16.5,26.0,4.0,6.0,96.0,66.0,1018.7,1016.3,18.6,25.1,Yes
1424,2014-04-10,15.5,21.2,0.0,4.0,86.0,88.0,1016.9,1012.5,18.8,19.4,Yes
1429,2014-04-25,16.5,21.2,7.0,4.0,83.0,78.0,1022.9,1018.9,17.0,19.8,Yes
1439,2014-05-31,8.9,21.4,2.0,11.0,100.0,69.0,1026.7,1022.7,14.2,19.0,Yes
1440,2014-06-01,11.1,17.2,7.0,11.0,100.0,92.0,1020.5,1018.7,14.3,12.9,Yes
1442,2014-06-05,10.9,16.6,6.0,6.0,99.0,98.0,1026.3,1024.4,13.8,15.7,Yes
1462,2014-08-17,10.6,16.1,0.0,13.0,100.0,100.0,1010.6,1004.9,13.0,13.7,Yes
1464,2014-08-25,6.9,21.1,4.0,15.0,89.0,62.0,1025.9,1021.7,13.4,18.2,Yes
1466,2014-09-06,8.4,16.9,11.0,19.0,73.0,59.0,1029.6,1028.3,14.0,15.9,Yes
1467,2014-09-07,10.3,17.5,11.0,9.0,81.0,85.0,1032.0,1028.0,13.4,14.9,Yes
1484,2014-11-05,13.4,28.6,0.0,15.0,85.0,83.0,1016.9,1013.0,18.6,20.1,Yes
1493,2014-12-03,19.0,36.5,4.0,9.0,72.0,36.0,1013.0,1008.2,24.8,34.7,Yes
1499,2014-12-25,19.1,31.9,11.0,11.0,82.0,54.0,1011.2,1004.3,21.7,30.9,Yes
1503,2015-01-04,19.3,34.8,2.0,6.0,73.0,49.0,1015.8,1011.6,25.3,28.9,Yes
1505,2015-01-20,16.9,25.2,7.0,4.0,98.0,64.0,1014.3,1010.9,18.4,23.9,Yes
1506,2015-01-24,20.2,32.8,4.0,15.0,87.0,54.0,1008.0,1003.6,23.9,31.3,Yes
1507,2015-01-26,19.2,20.6,13.0,11.0,74.0,76.0,1013.2,1013.5,19.9,19.3,Yes
1514,2015-02-21,20.2,24.4,4.0,6.0,96.0,90.0,1017.1,1015.7,21.3,22.6,Yes
1521,2015-03-21,15.8,21.6,13.0,19.0,73.0,58.0,1025.1,1025.4,18.3,20.8,Yes
1523,2015-04-02,14.7,28.9,0.0,7.0,100.0,50.0,1018.8,1016.0,16.9,27.9,Yes
1524,2015-04-04,16.1,19.3,9.0,9.0,100.0,97.0,1020.6,1018.0,17.1,16.6,Yes
1526,2015-04-06,11.9,24.5,4.0,9.0,84.0,87.0,1008.1,1006.1,17.9,18.3,Yes
1528,2015-04-10,12.1,21.6,17.0,15.0,66.0,64.0,1025.0,1022.8,17.6,19.9,Yes
1530,2015-04-15,10.4,27.3,0.0,7.0,87.0,43.0,1025.0,1021.1,17.1,26.1,Yes
1531,2015-04-19,15.4,23.4,20.0,17.0,61.0,66.0,1018.8,1019.3,18.4,18.9,Yes
1532,2015-04-21,12.8,15.8,26.0,24.0,92.0,85.0,1020.9,1018.8,13.2,13.3,Yes
1533,2015-04-22,12.3,18.5,26.0,17.0,97.0,94.0,1014.8,1011.1,14.6,16.6,Yes
1535,2015-04-29,8.9,18.9,15.0,13.0,76.0,82.0,1030.8,1028.8,14.9,16.1,Yes
1536,2015-05-01,13.1,20.6,9.0,11.0,96.0,76.0,1028.3,1024.3,16.1,19.1,Yes
1537,2015-05-02,14.3,21.2,7.0,9.0,95.0,93.0,1021.1,1016.5,18.2,19.2,Yes
1543,2015-05-21,10.3,21.0,11.0,7.0,76.0,63.0,1018.8,1016.8,15.8,18.2,Yes
1557,2015-07-11,0.5,18.3,4.0,7.0,100.0,61.0,,,5.1,17.7,Yes
1560,2015-07-22,4.8,15.1,2.0,6.0,100.0,78.0,,,7.8,15.0,Yes
1576,2015-08-22,8.3,28.1,7.0,24.0,64.0,32.0,,,16.8,27.5,Yes
1577,2015-08-23,13.1,16.7,7.0,11.0,100.0,87.0,,,14.0,16.1,Yes
1578,2015-08-24,13.0,16.1,6.0,2.0,100.0,100.0,,,13.9,15.6,Yes
1588,2015-09-18,10.5,19.7,19.0,9.0,64.0,51.0,,,14.8,19.1,Yes
1590,2015-09-25,10.2,16.4,20.0,15.0,63.0,79.0,,,14.4,14.3,Yes
1597,2015-10-12,13.7,31.9,4.0,9.0,78.0,41.0,,,19.5,29.5,Yes
1598,2015-10-13,16.4,19.7,15.0,11.0,82.0,95.0,,,17.4,17.7,Yes
1599,2015-10-20,15.4,32.7,2.0,6.0,76.0,33.0,,,21.9,31.6,Yes
1600,2015-10-22,16.8,23.0,6.0,19.0,86.0,79.0,,,19.8,19.2,Yes
1604,2015-11-04,16.1,18.5,7.0,13.0,99.0,100.0,,,17.9,17.7,Yes
1605,2015-11-05,15.6,21.9,6.0,2.0,100.0,95.0,,,16.5,20.3,Yes
1632,2016-01-21,20.6,38.5,6.0,7.0,64.0,39.0,1010.6,1006.6,26.9,37.1,Yes
1633,2016-01-23,20.4,27.6,11.0,19.0,69.0,66.0,1006.8,1008.5,25.8,25.3,Yes
1634,2016-01-29,17.9,27.8,6.0,9.0,95.0,80.0,1003.0,1001.8,22.9,24.7,Yes
1638,2016-02-06,16.4,25.9,15.0,17.0,76.0,64.0,1018.2,1016.5,20.6,25.2,Yes
1644,2016-02-20,21.7,29.2,11.0,17.0,79.0,63.0,1018.2,1017.7,23.0,27.1,Yes
1651,2016-03-16,17.8,27.9,11.0,13.0,93.0,52.0,1020.2,1017.5,19.2,26.7,Yes
1654,2016-03-21,14.8,22.4,13.0,17.0,81.0,67.0,1018.6,1016.7,16.4,19.7,Yes
1659,2016-04-18,13.0,24.2,17.0,15.0,74.0,69.0,1022.0,1019.3,19.5,20.9,Yes
1663,2016-05-08,12.7,20.1,0.0,0.0,100.0,82.0,1018.3,1013.9,16.5,19.7,Yes
1668,2016-05-31,3.5,18.4,7.0,9.0,82.0,85.0,1029.7,1027.4,11.5,15.0,Yes
1669,2016-06-03,7.9,17.9,7.0,7.0,82.0,72.0,1025.8,1021.7,13.5,17.5,Yes
1674,2016-06-17,5.5,17.9,4.0,9.0,99.0,76.0,1018.0,1014.1,8.6,17.5,Yes
1675,2016-06-19,11.8,16.2,6.0,7.0,97.0,100.0,1017.3,1010.1,14.2,15.4,Yes
1688,2016-07-19,8.2,25.2,2.0,7.0,100.0,57.0,1021.8,1019.2,13.0,24.1,Yes
1690,2016-07-22,8.0,25.7,15.0,31.0,100.0,51.0,1008.6,1001.2,15.1,24.8,Yes
1697,2016-08-04,9.8,16.5,24.0,22.0,85.0,67.0,1024.9,1025.7,11.0,14.0,Yes
1698,2016-08-07,7.7,18.3,2.0,11.0,97.0,61.0,1027.3,1024.5,11.7,16.6,Yes
1707,2016-09-01,5.8,22.4,0.0,2.0,89.0,42.0,1020.5,1014.9,14.2,21.8,Yes
1715,2016-09-28,4.0,20.9,7.0,9.0,59.0,37.0,1014.7,1010.3,15.9,20.3,Yes
1733,2016-11-09,16.3,23.6,6.0,15.0,84.0,79.0,1013.1,1009.3,19.2,19.4,Yes
1734,2016-11-11,15.2,27.9,2.0,22.0,74.0,55.0,1012.7,1008.6,20.0,25.6,Yes
1742,2016-12-24,15.4,29.9,7.0,2.0,74.0,52.0,1015.8,1013.2,22.7,28.5,Yes
1749,2017-01-20,17.9,30.4,17.0,9.0,72.0,81.0,1001.0,994.5,22.0,26.4,Yes
1751,2017-02-07,21.6,25.5,9.0,6.0,92.0,100.0,1018.1,1018.8,23.1,21.9,Yes
1752,2017-02-08,20.0,25.4,17.0,17.0,91.0,99.0,1022.3,1021.5,24.7,23.5,Yes
1755,2017-02-17,17.9,38.1,2.0,30.0,80.0,59.0,1010.0,1006.3,24.4,23.7,Yes
1758,2017-02-24,17.2,30.9,6.0,15.0,84.0,63.0,1020.9,1017.9,23.0,27.7,Yes
1759,2017-02-25,19.1,21.6,15.0,15.0,83.0,74.0,1020.9,1020.4,19.6,21.0,Yes
1760,2017-03-05,18.8,25.1,13.0,17.0,100.0,100.0,1010.6,1009.8,20.5,23.4,Yes
1764,2017-03-13,17.2,30.0,4.0,20.0,100.0,56.0,1011.1,1011.3,22.0,27.8,Yes
1765,2017-03-16,20.3,24.5,6.0,13.0,100.0,100.0,1013.2,1008.1,21.7,23.8,Yes
1766,2017-03-17,19.7,21.7,19.0,22.0,100.0,98.0,1019.3,1021.4,20.6,20.6,Yes
1767,2017-03-18,18.2,24.4,11.0,11.0,100.0,100.0,1023.5,1022.7,20.9,22.1,Yes
1768,2017-03-19,19.9,27.9,15.0,17.0,,,1020.2,1017.6,22.8,25.9,Yes
1769,2017-03-21,22.3,27.2,0.0,0.0,100.0,100.0,1015.8,1012.5,23.0,26.2,Yes
1779,2017-05-19,13.1,18.5,4.0,4.0,86.0,97.0,1025.6,1021.1,16.3,17.4,Yes
1781,2017-05-23,10.4,23.2,4.0,11.0,99.0,57.0,1022.3,1016.9,15.1,22.3,Yes
1787,2017-06-06,1.7,16.7,4.0,19.0,82.0,45.0,1019.6,1018.1,9.5,16.0,Yes
1788,2017-06-09,9.3,19.0,13.0,19.0,81.0,64.0,1028.1,1027.3,13.5,17.8,Yes
1800,2009-01-23,20.3,36.0,13.0,7.0,89.0,50.0,1008.6,1006.7,24.7,33.4,Yes
1803,2009-02-03,23.6,40.4,9.0,11.0,42.0,17.0,1008.4,1005.0,29.9,38.7,Yes
1806,2009-02-14,16.1,19.1,28.0,19.0,81.0,93.0,1014.3,1013.2,17.1,17.0,Yes
1820,2009-04-09,17.1,28.7,15.0,15.0,45.0,32.0,1021.2,1016.9,20.1,26.7,Yes
1832,2009-05-20,12.5,15.6,20.0,26.0,96.0,91.0,1016.1,1014.9,13.1,13.2,Yes
1836,2009-05-31,10.7,15.6,19.0,13.0,76.0,63.0,1027.7,1025.2,11.6,14.8,Yes
1837,2009-06-01,11.3,13.0,24.0,20.0,95.0,95.0,1026.5,1023.8,11.4,11.9,Yes
1845,2009-06-27,9.2,14.6,11.0,6.0,96.0,94.0,1006.7,1005.6,11.0,12.3,Yes
1851,2009-07-22,12.2,17.4,13.0,11.0,61.0,90.0,1012.0,1010.2,16.5,14.8,Yes
1887,2009-12-24,27.3,39.6,31.0,22.0,36.0,25.0,1008.5,1004.5,31.3,38.7,Yes
1892,2010-01-05,22.9,34.7,24.0,31.0,58.0,84.0,1014.3,1013.8,28.2,21.6,Yes
1896,2010-02-03,22.7,29.9,24.0,24.0,59.0,87.0,1008.0,1005.9,24.0,22.2,Yes
1899,2010-02-12,23.7,33.8,13.0,19.0,55.0,80.0,1009.8,1008.4,28.1,24.4,Yes
1903,2010-03-03,15.8,30.4,22.0,20.0,59.0,30.0,1013.7,1010.5,19.0,29.4,Yes
1926,2010-04-24,18.0,30.3,20.0,20.0,49.0,30.0,1016.3,1011.8,23.7,29.3,Yes
1931,2010-05-25,12.2,20.4,7.0,11.0,99.0,84.0,1008.1,1002.4,14.4,17.3,Yes
1933,2010-05-28,12.1,18.6,11.0,17.0,84.0,57.0,1017.5,1012.2,14.3,17.6,Yes
1939,2010-06-17,11.2,19.3,7.0,20.0,97.0,54.0,1018.6,1015.3,12.2,18.5,Yes
1946,2010-07-02,7.4,9.4,13.0,11.0,96.0,95.0,1027.1,1024.9,7.7,8.2,Yes
1962,2010-08-09,4.5,19.8,15.0,22.0,53.0,37.0,1017.9,1011.9,10.8,18.7,Yes
1966,2010-09-03,13.3,20.8,17.0,17.0,87.0,71.0,1018.0,1014.5,14.8,19.3,Yes
1975,2010-10-02,10.7,15.2,6.0,7.0,88.0,97.0,1023.5,1023.4,14.0,12.7,Yes
1978,2010-10-13,18.1,20.7,20.0,4.0,77.0,95.0,1017.6,1015.3,18.4,18.4,Yes
1979,2010-10-14,14.5,26.8,6.0,13.0,89.0,52.0,1013.0,1008.6,19.1,24.8,Yes
1980,2010-10-15,18.3,19.0,28.0,24.0,98.0,88.0,991.7,993.8,18.7,15.3,Yes
1982,2010-10-29,15.0,32.2,19.0,13.0,68.0,27.0,1014.3,1010.3,18.3,30.6,Yes
1987,2010-11-12,19.6,35.5,20.0,17.0,50.0,25.0,1012.0,1007.7,26.0,34.6,Yes
1994,2010-12-04,18.1,21.9,11.0,13.0,92.0,82.0,1010.3,1008.2,19.1,21.2,Yes
1996,2010-12-07,20.3,29.1,24.0,17.0,75.0,63.0,1009.0,1007.2,23.2,26.7,Yes
1997,2010-12-08,20.5,29.9,26.0,24.0,72.0,62.0,1009.6,1007.4,24.8,28.5,Yes
2003,2010-12-25,21.6,34.9,15.0,7.0,56.0,33.0,1013.8,1008.9,26.4,32.1,Yes
2007,2011-01-10,21.9,32.1,20.0,20.0,60.0,41.0,1009.0,1006.4,25.1,30.1,Yes
2008,2011-01-11,21.1,32.4,17.0,24.0,91.0,49.0,1006.1,1001.9,22.4,29.7,Yes
2013,2011-02-12,24.5,37.8,0.0,17.0,61.0,28.0,1013.9,1010.7,27.1,36.6,Yes
2014,2011-02-15,19.7,28.4,24.0,22.0,61.0,46.0,1017.3,1015.5,21.5,28.3,Yes
2015,2011-02-16,19.3,30.5,15.0,9.0,87.0,62.0,1013.9,1011.7,21.7,28.4,Yes
2023,2011-03-08,17.7,28.6,19.0,13.0,47.0,34.0,1016.2,1013.3,22.7,27.0,Yes
2024,2011-03-11,19.5,29.2,7.0,4.0,84.0,64.0,1012.6,1011.3,22.4,26.8,Yes
2027,2011-03-19,16.7,24.5,4.0,11.0,81.0,58.0,1011.3,1008.1,16.7,24.0,Yes
2036,2011-05-23,10.0,17.8,13.0,13.0,88.0,57.0,1010.2,1008.2,12.2,16.2,Yes
2051,2011-07-15,1.9,14.1,15.0,17.0,70.0,42.0,1031.4,1028.2,4.6,13.6,Yes
2052,2011-07-16,4.6,11.1,17.0,19.0,97.0,95.0,1026.4,1022.9,8.7,10.6,Yes
2059,2011-08-18,6.2,14.5,11.0,24.0,83.0,42.0,1017.6,1016.1,8.9,13.8,Yes
2072,2011-09-30,5.5,19.9,13.0,20.0,53.0,27.0,1011.5,1006.2,13.5,18.9,Yes
2084,2011-11-21,13.8,21.6,13.0,11.0,77.0,63.0,1015.2,1015.0,16.6,18.2,Yes
2085,2011-11-22,13.6,14.2,13.0,17.0,99.0,96.0,1011.4,1010.7,13.8,13.4,Yes
2087,2011-11-30,21.8,26.1,20.0,22.0,84.0,51.0,1009.2,1011.5,21.8,24.3,Yes
2090,2011-12-09,16.6,27.9,15.0,9.0,69.0,41.0,1010.4,1007.2,21.0,26.4,Yes
2138,2012-05-01,12.5,26.9,22.0,17.0,56.0,36.0,1023.3,1019.7,17.4,26.0,Yes
2149,2012-06-15,8.9,22.2,13.0,24.0,69.0,31.0,1016.2,1013.7,10.7,20.9,Yes
2193,2012-11-06,22.6,32.5,17.0,28.0,37.0,38.0,1012.4,1011.1,25.3,28.9,Yes
2194,2012-11-07,18.5,28.7,22.0,28.0,90.0,90.0,1010.8,1008.6,19.3,20.7,Yes
2233,2013-05-08,14.5,25.0,20.0,9.0,50.0,54.0,1028.1,1025.0,17.4,21.7,Yes
2236,2013-05-12,12.8,26.1,26.0,20.0,52.0,33.0,1024.0,1019.5,18.0,24.4,Yes
2239,2013-05-22,9.8,11.5,20.0,15.0,96.0,95.0,1010.5,1006.2,10.0,11.3,Yes
2244,2013-06-06,9.2,16.8,17.0,6.0,63.0,60.0,1021.9,1020.5,13.7,16.7,Yes
2245,2013-06-09,5.9,20.8,7.0,11.0,92.0,39.0,1026.5,1022.1,9.3,20.3,Yes
2247,2013-06-11,13.2,19.6,11.0,19.0,99.0,75.0,1019.8,1015.3,14.0,18.7,Yes
2248,2013-06-14,10.3,12.8,15.0,19.0,87.0,71.0,1012.9,1012.3,10.8,12.5,Yes
2250,2013-06-27,8.8,12.9,15.0,11.0,92.0,93.0,1020.9,1018.5,10.9,12.6,Yes
2254,2013-07-15,12.0,15.7,17.0,9.0,82.0,93.0,1022.5,1020.6,13.7,14.5,Yes
2298,2013-12-04,23.2,38.0,11.0,6.0,14.0,36.0,1005.9,999.7,29.1,30.8,Yes
2322,2014-02-28,19.2,21.9,13.0,22.0,91.0,92.0,1016.3,1016.0,20.7,19.6,Yes
2331,2014-04-10,20.6,26.5,19.0,19.0,50.0,94.0,1012.3,1009.2,23.2,18.6,Yes
2337,2014-04-29,15.8,26.7,24.0,20.0,59.0,40.0,1015.8,1011.7,20.6,26.6,Yes
2338,2014-05-02,8.0,18.5,15.0,17.0,55.0,39.0,1010.7,1003.9,13.3,16.9,Yes
2339,2014-05-03,7.2,12.0,26.0,24.0,79.0,64.0,1005.1,1004.1,7.9,10.9,Yes
2350,2014-05-27,18.6,25.8,20.0,11.0,38.0,84.0,1014.0,1010.0,19.3,17.3,Yes
2355,2014-06-12,8.9,21.5,19.0,19.0,54.0,37.0,1018.5,1015.5,12.9,20.9,Yes
2375,2014-08-15,9.9,20.6,24.0,24.0,50.0,38.0,1026.2,1020.8,12.8,19.4,Yes
2376,2014-08-16,11.5,13.1,22.0,17.0,95.0,91.0,1015.8,1011.5,12.0,11.4,Yes
2377,2014-08-17,7.2,12.7,20.0,19.0,97.0,77.0,1007.4,1007.8,8.7,12.4,Yes
2385,2014-09-01,10.5,25.4,17.0,19.0,37.0,12.0,1016.9,1011.6,16.6,24.7,Yes
2386,2014-09-09,14.1,27.0,20.0,30.0,55.0,27.0,1014.4,1007.9,18.9,26.7,Yes
2408,2014-11-15,28.1,37.0,11.0,30.0,26.0,13.0,1008.8,1007.7,29.5,35.2,Yes
2434,2015-01-24,24.2,36.3,19.0,13.0,53.0,29.0,1005.8,1002.0,27.0,34.3,Yes
2455,2015-04-05,13.8,27.5,4.0,9.0,75.0,31.0,1012.3,1007.9,19.7,26.1,Yes
2459,2015-04-20,5.2,13.4,20.0,26.0,63.0,55.0,1027.6,1024.5,9.8,11.8,Yes
2470,2015-05-18,11.4,24.1,13.0,17.0,55.0,38.0,1027.9,1022.5,17.1,22.5,Yes
2479,2015-06-18,9.7,14.2,7.0,11.0,99.0,69.0,1017.9,1015.9,11.1,13.9,Yes
2480,2015-06-23,8.2,20.0,17.0,17.0,69.0,49.0,1024.2,1020.9,12.2,19.6,Yes
2481,2015-06-24,11.6,14.4,9.0,11.0,97.0,87.0,1021.3,1019.4,11.6,13.5,Yes
2494,2015-08-22,13.3,27.8,24.0,26.0,41.0,19.0,1019.7,1017.0,18.6,26.4,Yes
2496,2015-08-27,6.7,17.0,7.0,22.0,84.0,46.0,1022.7,1020.3,12.2,15.6,Yes
2497,2015-09-03,7.3,15.9,20.0,26.0,91.0,57.0,1010.6,1014.0,10.3,15.0,Yes
2512,2015-10-09,17.8,32.7,17.0,7.0,43.0,19.0,1030.5,1026.5,22.2,31.9,Yes
2515,2015-10-21,22.5,30.1,13.0,24.0,41.0,70.0,1012.0,1010.0,24.7,22.0,Yes
2517,2015-10-31,16.7,29.9,19.0,24.0,91.0,38.0,1018.6,1012.5,17.0,28.9,Yes
2519,2015-11-13,17.9,30.4,13.0,13.0,70.0,43.0,1012.7,1008.9,23.1,29.9,Yes
2529,2015-12-21,22.5,23.8,9.0,17.0,90.0,89.0,1016.1,1015.0,22.5,21.9,Yes
2530,2015-12-22,18.5,25.6,17.0,7.0,94.0,76.0,1017.0,1014.9,19.6,23.3,Yes
2532,2016-01-20,25.6,40.5,22.0,26.0,26.0,22.0,1012.5,1007.7,31.0,37.2,Yes
2563,2016-05-07,15.0,25.8,17.0,17.0,52.0,46.0,1017.7,1014.1,19.8,25.4,Yes
2564,2016-05-09,16.5,21.2,24.0,30.0,96.0,42.0,1005.7,1006.2,18.8,19.0,Yes
2570,2016-06-08,7.8,16.9,11.0,20.0,81.0,57.0,1014.9,1010.5,11.6,16.3,Yes
2573,2016-06-18,12.6,17.7,6.0,7.0,97.0,73.0,1017.6,1015.8,13.6,16.7,Yes
2576,2016-06-26,2.2,7.8,9.0,4.0,82.0,72.0,1021.0,1018.1,5.8,7.4,Yes
2579,2016-07-05,6.3,10.2,15.0,20.0,93.0,82.0,1012.3,1012.9,8.7,8.1,Yes
2582,2016-07-19,14.1,20.8,9.0,7.0,82.0,89.0,1022.3,1019.9,17.6,19.5,Yes
2585,2016-08-02,8.5,10.1,15.0,20.0,96.0,90.0,1013.3,1012.9,9.9,8.5,Yes
2592,2016-08-21,3.1,16.8,11.0,13.0,54.0,35.0,1021.5,1017.6,11.6,16.3,Yes
2593,2016-08-22,8.1,9.7,13.0,13.0,92.0,92.0,1013.9,1011.1,8.5,9.2,Yes
2600,2016-09-17,7.0,18.0,6.0,13.0,76.0,56.0,1022.0,1017.0,14.1,18.0,Yes
2601,2016-09-20,6.0,17.0,13.0,22.0,71.0,71.0,1016.7,1012.3,13.7,17.0,Yes
2602,2016-09-24,7.2,21.9,17.0,17.0,,,1012.2,1008.5,16.6,20.6,Yes
2604,2016-09-29,9.0,17.0,33.0,37.0,,,1000.1,998.3,13.1,15.8,Yes
2608,2016-10-21,12.7,31.4,20.0,19.0,,,1014.4,1009.4,20.5,29.8,Yes
2615,2016-11-08,19.9,30.8,17.0,13.0,,,1007.1,1006.6,28.1,29.8,Yes
2630,2016-12-30,27.5,36.8,11.0,17.0,,,1003.2,1001.4,29.4,32.6,Yes
2651,2017-04-21,17.8,25.9,20.0,9.0,46.0,33.0,1023.9,1021.5,21.3,25.5,Yes
2661,2017-05-18,13.6,21.4,20.0,13.0,51.0,66.0,1019.2,1017.8,16.9,19.7,Yes
2679,2009-01-25,22.1,25.6,19.0,17.0,94.0,76.0,1014.9,1015.3,22.3,24.4,Yes
2680,2009-02-01,20.0,29.6,7.0,19.0,61.0,62.0,1015.9,1015.1,26.6,27.2,Yes
2683,2009-02-12,19.4,,28.0,31.0,67.0,74.0,1013.6,1014.5,22.1,23.6,Yes
2686,2009-02-26,18.8,26.1,17.0,31.0,95.0,60.0,1017.5,1016.0,19.8,24.3,Yes
2690,2009-03-04,21.1,30.4,20.0,31.0,68.0,80.0,1012.0,1007.7,26.5,26.6,Yes
2696,2009-03-27,16.6,26.8,13.0,24.0,72.0,92.0,1020.2,1019.7,22.3,20.7,Yes
2698,2009-04-02,20.9,25.6,20.0,13.0,84.0,71.0,1019.8,1018.6,23.1,24.4,Yes
2699,2009-04-12,18.4,24.2,9.0,15.0,89.0,77.0,1023.9,1020.8,20.9,23.5,Yes
2700,2009-04-13,18.7,21.3,7.0,11.0,95.0,95.0,1020.8,1018.6,20.0,20.0,Yes
2701,2009-04-14,19.0,24.2,0.0,9.0,93.0,91.0,1014.8,1011.0,21.3,22.8,Yes
2703,2009-04-18,13.8,24.0,22.0,26.0,50.0,58.0,1016.9,1015.0,21.1,22.0,Yes
2709,2009-05-03,13.2,22.3,17.0,28.0,69.0,57.0,1025.2,1023.6,18.2,21.5,Yes
2712,2009-06-01,10.7,19.0,17.0,19.0,80.0,85.0,1030.9,1028.1,15.1,16.1,Yes
2713,2009-06-02,12.3,18.6,15.0,9.0,92.0,76.0,1028.9,1025.6,14.5,18.2,Yes
2714,2009-06-03,13.5,20.1,11.0,9.0,94.0,76.0,1025.0,1021.2,15.8,19.1,Yes
2716,2009-06-20,12.7,19.2,9.0,7.0,97.0,90.0,1025.3,1022.4,14.8,17.7,Yes
2717,2009-06-22,16.0,19.0,13.0,9.0,96.0,80.0,1019.5,1017.7,16.6,18.1,Yes
2724,2009-07-08,10.7,17.6,26.0,17.0,66.0,89.0,1026.2,1025.0,14.6,13.0,Yes
2746,2009-09-22,18.1,25.0,13.0,19.0,88.0,83.0,1011.2,1007.6,19.6,21.2,Yes
2749,2009-10-02,16.0,34.5,19.0,30.0,30.0,52.0,1011.2,1005.6,28.7,26.2,Yes
2750,2009-10-03,18.2,31.1,11.0,44.0,51.0,63.0,1006.7,1008.1,25.4,21.2,Yes
2755,2009-10-18,10.0,22.8,22.0,30.0,51.0,52.0,1025.3,1024.0,19.2,20.5,Yes
2759,2009-10-25,15.6,26.0,9.0,15.0,71.0,75.0,1015.3,1011.7,22.8,23.4,Yes
2762,2009-11-07,17.4,23.1,13.0,19.0,93.0,81.0,1026.6,1025.9,18.6,22.0,Yes
2769,2009-11-28,19.2,29.8,9.0,24.0,61.0,57.0,1008.0,1004.9,27.7,28.4,Yes
2770,2009-12-01,16.7,23.8,28.0,30.0,54.0,77.0,1013.8,1013.9,20.9,20.3,Yes
2774,2009-12-10,21.0,29.2,19.0,9.0,73.0,74.0,1011.2,1009.6,24.3,25.7,Yes
